NAME, QUERY, NDCG, ALPHA-NDCG, TREC, AWRF
MMR_T, 37, 0.48355295267620096, 0.8288353991917768, 0.4568437575432199, 0.9447646943625092
CL, 37, 0.4775422541025647, 0.9421339623001382, 0.3770081340200768, 0.7894759694690902
FR, 37, 0.5084568817357602, 0.8203485460562809, 0.4149480997943558, 0.8160929956888656
BM25, 38, 0.7434351500398335, 0.6719289301749235, 0.6359194824945589, 0.8553798975747732
MMR, 38, 0.78817582318921, 0.7897585430379284, 0.5931230235728926, 0.7525262842660261
MMR_T, 38, 0.78817582318921, 0.7897585430379284, 0.5931230235728926, 0.7525262842660261
CL, 38, 0.6791310292429862, 0.8979653765175902, 0.5599353582275612, 0.8244879619941825
FR, 38, 0.7097197245677501, 0.7557315308786549, 0.6582809157539573, 0.9275223626550309
BM25, 39, 0.525920695226918, 0.7829162494217358, 0.4747690119230918, 0.9027387897679975
MMR, 39, 0.5064194990336283, 0.8663392703885567, 0.46325957372135423, 0.914774361187447
MMR_T, 39, 0.5064194990336283, 0.8663392703885567, 0.46325957372135423, 0.914774361187447
CL, 39, 0.616895933984021, 0.9063850037484401, 0.5816598156803381, 0.9428815844576541
FR, 39, 0.5039504423553278, 0.7725787053641515, 0.4450344229377369, 0.8830916406338817
BM25, 40, 0.4459262925501888, 0.7045292381194785, 0.36723690523138897, 0.8235372333199138
MMR, 40, 0.4424524855969696, 0.795809029405697, 0.38649498747580263, 0.873528797005926
MMR_T, 40, 0.4424524855969696, 0.795809029405697, 0.38649498747580263, 0.873528797005926
CL, 40, 0.4156127311657559, 0.9132038338188138, 0.3206900679837668, 0.771607903069428
FR, 40, 0.30884036046433205, 0.7529572579380629, 0.2562675583689238, 0.8297735373175751
BM25, 41, 0.6717360951053473, 0.7560785857674113, 0.36605843625254436, 0.5449438238020186
MMR, 41, 0.6094698757865618, 0.8350074808249774, 0.5648970397199348, 0.9268662195828749
MMR_T, 41, 0.6094698757865618, 0.8350074808249774, 0.5648970397199348, 0.9268662195828749
CL, 41, 0.6761434534614814, 0.8923109092966838, nan, nan
FR, 41, 0.42058445661631894, 0.8224560922479721, 0.27908077683600396, 0.6635546617230255
BM25, 42, 0.7203260860415187, 0.8509443046356628, 0.5456990037434161, 0.7575721805970562
MMR, 42, 0.6651391140152735, 0.9069812111242946, 0.5755414510369147, 0.8652948517228513
MMR_T, 42, 0.6651391140152735, 0.9069812111242946, 0.5755414510369147, 0.8652948517228513
CL, 42, 0.6697660927625465, 0.928221460282791, 0.5077675919467762, 0.7581267511653447
FR, 42, 0.5804285903725226, 0.845481766148872, 0.5265769864759301, 0.9072209660416103
BM25, 43, 1.0, 0.7880845429650853, 0.47079723034495335, 0.47079723034495335
MMR, 43, 1.0, 0.9420963682071949, 0.7348161417960218, 0.7348161417960218
MMR_T, 43, 1.0, 0.9420963682071949, 0.7348161417960218, 0.7348161417960218
CL, 43, 1.0, 0.915667071990507, 0.535648052569782, 0.535648052569782
FR, 43, 0.979396740202348, 0.8195661096709369, 0.757868747899105, 0.7738117933111822
